TransactionID,CustomerID,ProductID,TransactionDate,Quantity,TotalValue,Price
T00961,C0109,P095,30-01-2024 17:23,3,681.78,227.26
T00965,C0071,P095,30-01-2024 22:40,4,909.04,227.26
T00011,C0162,P062,31-01-2024 01:11,1,374.16,374.16
T00041,C0141,P062,31-01-2024 07:07,4,1496.64,374.16
T00146,C0155,P062,31-01-2024 08:26,2,748.32,374.16
T00190,C0156,P062,31-01-2024 09:08,2,748.32,374.16
T00221,C0188,P062,31-01-2024 11:17,4,1496.64,374.16
T00230,C0064,P062,31-01-2024 14:10,1,374.16,374.16
T00364,C0183,P062,31-01-2024 15:36,2,748.32,374.16
T00533,C0191,P062,31-01-2024 19:34,4,1496.64,374.16
T00570,C0147,P062,31-01-2024 19:48,1,374.16,374.16
T00640,C0087,P062,01-02-2024 08:58,3,1122.48,374.16
T00649,C0028,P062,01-02-2024 14:24,3,1122.48,374.16
T00664,C0138,P062,01-02-2024 15:50,4,1496.64,374.16
T00692,C0153,P062,01-02-2024 19:05,2,748.32,374.16
T00723,C0043,P062,02-02-2024 02:54,2,748.32,374.16
T00725,C0135,P062,02-02-2024 14:46,2,748.32,374.16
T00944,C0122,P062,03-02-2024 08:15,2,748.32,374.16
T00012,C0091,P041,04-02-2024 00:31,4,1825.12,456.28
T00034,C0168,P041,04-02-2024 07:33,4,1825.12,456.28
T00094,C0012,P041,04-02-2024 07:44,4,1825.12,456.28
T00231,C0069,P041,04-02-2024 15:35,2,912.56,456.28
T00236,C0184,P041,05-02-2024 07:45,1,456.28,456.28
T00261,C0125,P041,05-02-2024 18:18,2,912.56,456.28
T00343,C0173,P041,05-02-2024 19:46,1,456.28,456.28
T00482,C0066,P041,06-02-2024 03:27,4,1825.12,456.28
T00589,C0186,P041,06-02-2024 14:46,1,456.28,456.28
T00597,C0023,P041,06-02-2024 15:02,3,1368.84,456.28
T00881,C0101,P041,06-02-2024 16:22,3,1368.84,456.28
T00014,C0105,P060,06-02-2024 22:06,1,155.65,155.65
T00392,C0072,P060,07-02-2024 01:32,4,622.6,155.65
T00405,C0093,P060,07-02-2024 04:03,2,311.3,155.65
T00452,C0009,P060,07-02-2024 14:37,1,155.65,155.65
T00642,C0162,P060,07-02-2024 20:28,4,622.6,155.65
T00768,C0083,P060,08-02-2024 03:30,1,155.65,155.65
T00015,C0001,P054,08-02-2024 14:20,2,114.6,57.3
T00053,C0039,P054,08-02-2024 17:57,3,171.9,57.3
T00203,C0124,P054,08-02-2024 22:57,4,229.2,57.3
T00210,C0165,P054,10-02-2024 12:35,2,114.6,57.3
T00262,C0143,P054,12-02-2024 03:10,1,57.3,57.3
T00327,C0165,P054,12-02-2024 08:14,2,114.6,57.3
T00395,C0038,P054,12-02-2024 15:27,3,171.9,57.3
T00423,C0019,P054,12-02-2024 17:27,3,171.9,57.3
T00581,C0083,P054,13-02-2024 06:45,2,114.6,57.3
T00634,C0073,P054,13-02-2024 16:15,4,229.2,57.3
T00699,C0156,P054,13-02-2024 23:56,3,171.9,57.3
T00784,C0047,P054,14-02-2024 14:25,3,171.9,57.3
T00808,C0190,P054,15-02-2024 04:29,4,229.2,57.3
T00873,C0086,P054,15-02-2024 07:07,4,229.2,57.3
T00884,C0171,P054,15-02-2024 17:18,3,171.9,57.3
T00926,C0181,P054,16-02-2024 11:29,3,171.9,57.3
T00016,C0072,P070,16-02-2024 14:52,2,97.38,48.69
T00087,C0108,P070,16-02-2024 19:58,1,48.69,48.69
T00098,C0090,P070,17-02-2024 04:23,3,146.07,48.69
T00281,C0126,P070,17-02-2024 18:50,1,48.69,48.69
T00750,C0056,P070,18-02-2024 00:12,4,194.76,48.69
T00762,C0106,P070,18-02-2024 02:50,4,194.76,48.69
T00018,C0166,P010,18-02-2024 05:49,3,1050.39,350.13
T00068,C0088,P010,20-02-2024 06:00,3,1050.39,350.13
T00243,C0069,P010,20-02-2024 09:22,2,700.26,350.13
T00276,C0113,P010,21-02-2024 04:21,3,1050.39,350.13
T00292,C0086,P010,21-02-2024 11:11,2,700.26,350.13
T00315,C0125,P010,21-02-2024 15:52,3,1050.39,350.13
T00372,C0192,P010,21-02-2024 18:51,1,350.13,350.13
T00516,C0074,P010,21-02-2024 23:48,1,350.13,350.13
T00710,C0162,P010,22-02-2024 14:01,1,350.13,350.13
T00830,C0048,P010,22-02-2024 15:13,2,700.26,350.13
T00986,C0122,P010,22-02-2024 18:44,2,700.26,350.13
T00019,C0006,P040,22-02-2024 21:46,2,306.38,153.19
T00137,C0142,P040,23-02-2024 05:08,4,612.76,153.19
T00347,C0139,P040,23-02-2024 13:28,2,306.38,153.19
T00359,C0048,P040,24-02-2024 09:30,4,612.76,153.19
T00406,C0171,P040,24-02-2024 12:09,2,306.38,153.19
T00538,C0119,P040,24-02-2024 20:08,2,306.38,153.19
T00637,C0184,P040,25-02-2024 03:48,3,459.57,153.19
T00704,C0186,P040,25-02-2024 14:08,4,612.76,153.19
T00910,C0071,P040,25-02-2024 18:56,1,153.19,153.19
T00930,C0193,P040,27-02-2024 16:09,2,306.38,153.19
T00936,C0148,P040,27-02-2024 16:51,4,612.76,153.19
T00993,C0027,P040,27-02-2024 18:25,2,306.38,153.19
T00995,C0191,P040,27-02-2024 22:16,4,612.76,153.19
T00020,C0153,P007,28-02-2024 06:05,4,1680.6,420.15
T00163,C0101,P007,28-02-2024 07:44,4,1680.6,420.15
T00204,C0161,P007,28-02-2024 10:16,2,840.3,420.15
T00309,C0103,P007,28-02-2024 14:14,2,840.3,420.15
T00421,C0047,P007,28-02-2024 16:08,1,420.15,420.15
T00565,C0156,P007,29-02-2024 01:45,2,840.3,420.15
T00741,C0079,P007,29-02-2024 03:49,2,840.3,420.15
T00945,C0193,P007,01-03-2024 16:19,3,1260.45,420.15
T00021,C0145,P038,02-03-2024 16:59,2,294.44,147.22
T00032,C0109,P038,03-03-2024 06:11,4,588.88,147.22
T00251,C0004,P038,03-03-2024 09:40,3,441.66,147.22
T00323,C0082,P038,04-03-2024 04:39,4,588.88,147.22
T00374,C0181,P038,04-03-2024 05:11,2,294.44,147.22
T00432,C0065,P038,04-03-2024 22:09,3,441.66,147.22
T00434,C0025,P038,05-03-2024 04:58,4,588.88,147.22
T00726,C0111,P038,05-03-2024 10:46,1,147.22,147.22
T00728,C0160,P038,05-03-2024 18:21,1,147.22,147.22
T00785,C0159,P038,05-03-2024 23:39,1,147.22,147.22
T00814,C0093,P038,06-03-2024 01:55,1,147.22,147.22
T00863,C0008,P038,07-03-2024 03:54,1,147.22,147.22
T00913,C0117,P038,07-03-2024 21:09,1,147.22,147.22
T00022,C0061,P085,08-03-2024 09:48,3,1249.05,416.35
T00052,C0090,P085,09-03-2024 04:58,3,1249.05,416.35
T00330,C0028,P085,09-03-2024 09:06,3,1249.05,416.35
T00401,C0189,P085,10-03-2024 02:20,3,1249.05,416.35
T00435,C0037,P085,10-03-2024 02:22,4,1665.4,416.35
T00475,C0145,P085,10-03-2024 12:10,2,832.7,416.35
T00504,C0021,P085,10-03-2024 12:56,1,416.35,416.35
T00829,C0099,P085,10-03-2024 16:04,4,1665.4,416.35
T00023,C0012,P061,11-03-2024 03:22,4,627.84,156.96
T00128,C0167,P061,11-03-2024 09:25,3,470.88,156.96
T00361,C0052,P061,11-03-2024 10:55,4,627.84,156.96
T00403,C0114,P061,11-03-2024 15:12,4,627.84,156.96
T00422,C0163,P061,11-03-2024 17:07,3,470.88,156.96
T00458,C0102,P061,12-03-2024 03:33,1,156.96,156.96
T00476,C0119,P061,12-03-2024 11:15,1,156.96,156.96
T00553,C0038,P061,12-03-2024 15:48,1,156.96,156.96
T00655,C0182,P061,12-03-2024 21:51,4,627.84,156.96
T00696,C0065,P061,13-03-2024 02:57,3,470.88,156.96
T00731,C0200,P061,13-03-2024 04:00,4,627.84,156.96
T00791,C0052,P061,13-03-2024 06:04,2,313.92,156.96
T00795,C0178,P061,13-03-2024 22:33,1,156.96,156.96
T00834,C0090,P061,14-03-2024 08:10,3,470.88,156.96
T00840,C0018,P061,14-03-2024 11:55,3,470.88,156.96
T00869,C0081,P061,14-03-2024 17:22,2,313.92,156.96
T00024,C0006,P084,15-03-2024 04:08,3,1013.73,337.91
T00100,C0197,P084,15-03-2024 12:05,3,1013.73,337.91
T00202,C0100,P084,16-03-2024 04:08,1,337.91,337.91
T00235,C0116,P084,16-03-2024 16:23,2,675.82,337.91
T00265,C0122,P084,16-03-2024 17:26,1,337.91,337.91
T00346,C0149,P084,18-03-2024 04:33,4,1351.64,337.91
T00444,C0127,P084,18-03-2024 06:01,1,337.91,337.91
T00752,C0178,P084,18-03-2024 09:16,4,1351.64,337.91
T00753,C0075,P084,19-03-2024 00:50,4,1351.64,337.91
T00862,C0106,P084,19-03-2024 01:04,2,675.82,337.91
T00940,C0059,P084,19-03-2024 16:14,4,1351.64,337.91
T00958,C0026,P084,20-03-2024 02:37,3,1013.73,337.91
T00990,C0195,P084,20-03-2024 10:30,2,675.82,337.91
T00025,C0027,P003,20-03-2024 23:29,4,176.48,44.12
T00102,C0153,P003,21-03-2024 15:10,2,88.24,44.12
T00242,C0178,P003,22-03-2024 19:50,1,44.12,44.12
T00381,C0109,P003,23-03-2024 00:07,4,176.48,44.12
T00430,C0135,P003,23-03-2024 02:59,2,88.24,44.12
T00574,C0172,P003,23-03-2024 05:53,1,44.12,44.12
T00600,C0101,P003,23-03-2024 05:58,3,132.36,44.12
T00633,C0137,P003,23-03-2024 08:29,3,132.36,44.12
T00686,C0012,P003,24-03-2024 16:37,4,176.48,44.12
T00826,C0169,P003,25-03-2024 07:41,2,88.24,44.12
T00914,C0094,P003,25-03-2024 13:47,2,88.24,44.12
T00991,C0111,P003,26-03-2024 00:51,3,132.36,44.12
T00026,C0136,P051,26-03-2024 18:01,3,195.48,65.16
T00044,C0046,P051,26-03-2024 20:30,3,195.48,65.16
T00079,C0147,P051,26-03-2024 22:55,1,65.16,65.16
T00169,C0152,P051,27-03-2024 07:31,1,65.16,65.16
T00297,C0131,P051,28-03-2024 04:39,3,195.48,65.16
T00386,C0116,P051,28-03-2024 17:43,4,260.64,65.16
T00590,C0157,P051,28-03-2024 19:16,2,130.32,65.16
T00607,C0175,P051,29-03-2024 01:28,4,260.64,65.16
T00856,C0043,P051,29-03-2024 07:04,2,130.32,65.16
T00957,C0076,P051,29-03-2024 14:35,3,195.48,65.16
T00027,C0124,P086,30-03-2024 09:01,2,881.4,440.7
T00069,C0021,P086,30-03-2024 21:17,4,1762.8,440.7
T00193,C0041,P086,30-03-2024 23:37,4,1762.8,440.7
T00420,C0057,P086,31-03-2024 03:46,4,1762.8,440.7
T00493,C0126,P086,31-03-2024 16:50,4,1762.8,440.7
T00587,C0165,P086,31-03-2024 19:29,4,1762.8,440.7
T00691,C0171,P086,31-03-2024 22:56,3,1322.1,440.7
T00813,C0006,P086,01-04-2024 07:30,3,1322.1,440.7
T00896,C0093,P086,01-04-2024 10:10,1,440.7,440.7
T00028,C0106,P047,01-04-2024 14:59,2,318.66,159.33
T00047,C0136,P047,02-04-2024 00:16,4,637.32,159.33
T00107,C0175,P047,02-04-2024 02:03,3,477.99,159.33
T00197,C0075,P047,02-04-2024 02:23,4,637.32,159.33
T00352,C0046,P047,02-04-2024 07:44,2,318.66,159.33
T00443,C0128,P047,03-04-2024 03:46,2,318.66,159.33
T00524,C0014,P047,03-04-2024 12:44,2,318.66,159.33
T00531,C0022,P047,03-04-2024 21:46,1,159.33,159.33
T00539,C0159,P047,04-04-2024 03:50,4,637.32,159.33
T00897,C0195,P047,04-04-2024 14:19,3,477.99,159.33
T00029,C0193,P068,05-04-2024 03:20,3,1341.69,447.23
T00071,C0059,P068,05-04-2024 04:56,1,447.23,447.23
T00118,C0082,P068,05-04-2024 13:05,3,1341.69,447.23
T00156,C0081,P068,06-04-2024 03:41,1,447.23,447.23
T00199,C0160,P068,06-04-2024 09:26,1,447.23,447.23
T00287,C0165,P068,06-04-2024 10:30,4,1788.92,447.23
T00308,C0139,P068,06-04-2024 10:33,2,894.46,447.23
T00425,C0008,P068,06-04-2024 16:23,1,447.23,447.23
T00447,C0035,P068,07-04-2024 14:32,3,1341.69,447.23
T00450,C0104,P068,07-04-2024 16:46,1,447.23,447.23
T00833,C0187,P068,08-04-2024 00:01,3,1341.69,447.23
T00030,C0185,P092,08-04-2024 10:34,3,1167.6,389.2
T00340,C0098,P092,08-04-2024 20:47,2,778.4,389.2
T00410,C0042,P092,09-04-2024 07:28,4,1556.8,389.2
T00426,C0026,P092,09-04-2024 07:47,1,389.2,389.2
T00439,C0141,P092,09-04-2024 09:14,4,1556.8,389.2
T00618,C0103,P092,09-04-2024 16:45,1,389.2,389.2
T00652,C0149,P092,09-04-2024 18:48,4,1556.8,389.2
T00676,C0081,P092,11-04-2024 01:44,4,1556.8,389.2
T00678,C0142,P092,11-04-2024 09:53,3,1167.6,389.2
T00031,C0093,P076,12-04-2024 12:07,3,1287.87,429.29
T00106,C0158,P076,12-04-2024 14:44,4,1717.16,429.29
T00149,C0093,P076,13-04-2024 02:29,4,1717.16,429.29
T00240,C0113,P076,13-04-2024 20:04,1,429.29,429.29
T00487,C0159,P076,14-04-2024 01:19,3,1287.87,429.29
T00614,C0042,P076,14-04-2024 11:32,1,429.29,429.29
T00694,C0188,P076,14-04-2024 12:03,4,1717.16,429.29
T00709,C0175,P076,14-04-2024 14:12,1,429.29,429.29
T00754,C0143,P076,14-04-2024 23:09,3,1287.87,429.29
T00894,C0155,P076,15-04-2024 01:10,2,858.58,429.29
T00033,C0099,P036,16-04-2024 21:50,2,745.1,372.55
T00080,C0139,P036,17-04-2024 00:48,1,372.55,372.55
T00312,C0092,P036,17-04-2024 01:46,1,372.55,372.55
T00316,C0141,P036,18-04-2024 14:56,2,745.1,372.55
T00376,C0092,P036,19-04-2024 05:04,4,1490.2,372.55
T00407,C0067,P036,20-04-2024 08:12,1,372.55,372.55
T00469,C0083,P036,20-04-2024 22:54,1,372.55,372.55
T00517,C0010,P036,21-04-2024 10:52,3,1117.65,372.55
T00616,C0101,P036,21-04-2024 19:52,2,745.1,372.55
T00659,C0013,P036,21-04-2024 22:39,3,1117.65,372.55
T00690,C0029,P036,22-04-2024 01:00,3,1117.65,372.55
T00925,C0093,P036,22-04-2024 18:28,1,372.55,372.55
T00036,C0035,P013,23-04-2024 06:38,1,114.2,114.2
T00097,C0045,P013,23-04-2024 11:07,4,456.8,114.2
T00144,C0084,P013,23-04-2024 17:09,1,114.2,114.2
T00201,C0118,P013,23-04-2024 22:46,1,114.2,114.2
T00498,C0039,P013,24-04-2024 00:16,1,114.2,114.2
T00544,C0075,P013,24-04-2024 05:30,3,342.6,114.2
T00560,C0069,P013,25-04-2024 03:49,3,342.6,114.2
T00697,C0084,P013,25-04-2024 07:38,3,342.6,114.2
T00738,C0157,P013,25-04-2024 14:43,3,342.6,114.2
T00803,C0197,P013,25-04-2024 18:50,4,456.8,114.2
T00919,C0091,P013,25-04-2024 22:21,3,342.6,114.2
T00038,C0084,P058,26-04-2024 07:31,2,315.24,157.62
T00124,C0076,P058,26-04-2024 11:22,3,472.86,157.62
T00227,C0049,P058,26-04-2024 11:26,2,315.24,157.62
T00365,C0102,P058,26-04-2024 14:16,4,630.48,157.62
T00404,C0022,P058,26-04-2024 17:37,2,315.24,157.62
T00416,C0152,P058,26-04-2024 22:10,1,157.62,157.62
T00471,C0102,P058,27-04-2024 01:00,4,630.48,157.62
T00566,C0139,P058,27-04-2024 05:29,2,315.24,157.62
T00662,C0118,P058,27-04-2024 19:06,1,157.62,157.62
T00667,C0047,P058,27-04-2024 20:02,2,315.24,157.62
T00681,C0153,P058,28-04-2024 02:14,4,630.48,157.62
T00824,C0156,P058,28-04-2024 10:46,1,157.62,157.62
T00981,C0112,P058,28-04-2024 14:16,4,630.48,157.62
T00039,C0056,P050,28-04-2024 14:38,2,875.3,437.65
T00191,C0172,P050,28-04-2024 20:01,1,437.65,437.65
T00328,C0085,P050,29-04-2024 10:25,3,1312.95,437.65
T00345,C0140,P050,29-04-2024 19:03,4,1750.6,437.65
T00362,C0096,P050,29-04-2024 19:45,2,875.3,437.65
T00542,C0098,P050,30-04-2024 08:50,1,437.65,437.65
T00718,C0007,P050,30-04-2024 14:23,1,437.65,437.65
T00770,C0181,P050,30-04-2024 17:03,2,875.3,437.65
T00859,C0162,P050,02-05-2024 00:25,3,1312.95,437.65
T00902,C0009,P050,02-05-2024 00:31,1,437.65,437.65
T00904,C0155,P050,02-05-2024 14:16,1,437.65,437.65
T00979,C0112,P050,03-05-2024 03:39,3,1312.95,437.65
T00984,C0156,P050,03-05-2024 18:35,4,1750.6,437.65
T00040,C0177,P030,03-05-2024 21:36,4,1111.44,277.86
T00268,C0170,P030,04-05-2024 11:33,1,277.86,277.86
T00303,C0085,P030,04-05-2024 20:38,1,277.86,277.86
T00491,C0136,P030,05-05-2024 05:01,4,1111.44,277.86
T00511,C0081,P030,05-05-2024 05:32,3,833.58,277.86
T00604,C0011,P030,05-05-2024 13:03,1,277.86,277.86
T00647,C0018,P030,06-05-2024 07:02,4,1111.44,277.86
T00810,C0046,P030,06-05-2024 13:06,1,277.86,277.86
T00938,C0087,P030,06-05-2024 18:05,3,833.58,277.86
T00042,C0189,P025,06-05-2024 19:24,2,569.24,284.62
T00074,C0041,P025,06-05-2024 23:15,3,853.86,284.62
T00304,C0174,P025,07-05-2024 01:08,1,284.62,284.62
T00331,C0005,P025,07-05-2024 03:11,3,853.86,284.62
T00456,C0004,P025,08-05-2024 03:42,2,569.24,284.62
T00462,C0003,P025,08-05-2024 15:48,3,853.86,284.62
T00573,C0162,P025,08-05-2024 18:21,3,853.86,284.62
T00580,C0141,P025,08-05-2024 21:17,1,284.62,284.62
T00658,C0021,P025,08-05-2024 22:24,1,284.62,284.62
T00832,C0064,P025,08-05-2024 22:54,3,853.86,284.62
T00842,C0055,P025,09-05-2024 03:14,4,1138.48,284.62
T00864,C0096,P025,09-05-2024 03:52,4,1138.48,284.62
T00043,C0049,P027,09-05-2024 09:15,4,916.24,229.06
T00141,C0039,P027,09-05-2024 16:33,3,687.18,229.06
T00178,C0173,P027,09-05-2024 17:32,2,458.12,229.06
T00275,C0018,P027,09-05-2024 17:38,4,916.24,229.06
T00326,C0019,P027,10-05-2024 03:22,3,687.18,229.06
T00337,C0064,P027,11-05-2024 07:45,4,916.24,229.06
T00453,C0034,P027,11-05-2024 17:59,4,916.24,229.06
T00739,C0098,P027,12-05-2024 11:53,2,458.12,229.06
T00787,C0026,P027,12-05-2024 12:53,4,916.24,229.06
T00871,C0084,P027,13-05-2024 07:24,4,916.24,229.06
T00951,C0197,P027,13-05-2024 14:33,2,458.12,229.06
T00045,C0113,P078,14-05-2024 14:21,4,164.72,41.18
T00123,C0113,P078,14-05-2024 23:14,2,82.36,41.18
T00164,C0062,P078,15-05-2024 00:22,3,123.54,41.18
T00186,C0098,P078,15-05-2024 10:49,1,41.18,41.18
T00431,C0067,P078,15-05-2024 16:06,3,123.54,41.18
T00515,C0190,P078,15-05-2024 23:20,1,41.18,41.18
T00522,C0160,P078,16-05-2024 01:56,4,164.72,41.18
T00592,C0060,P078,16-05-2024 03:37,2,82.36,41.18
T00635,C0166,P078,16-05-2024 09:05,4,164.72,41.18
T00816,C0172,P078,16-05-2024 11:23,2,82.36,41.18
T00048,C0043,P100,16-05-2024 16:00,2,252.68,126.34
T00115,C0161,P100,18-05-2024 05:03,1,126.34,126.34
T00283,C0109,P100,18-05-2024 16:57,4,505.36,126.34
T00301,C0109,P100,19-05-2024 06:37,2,252.68,126.34
T00740,C0156,P100,19-05-2024 18:25,4,505.36,126.34
T00820,C0077,P100,20-05-2024 06:17,2,252.68,126.34
T00049,C0148,P039,20-05-2024 10:52,3,1291.77,430.59
T00086,C0168,P039,20-05-2024 10:53,3,1291.77,430.59
T00090,C0072,P039,20-05-2024 12:30,4,1722.36,430.59
T00198,C0048,P039,20-05-2024 13:15,1,430.59,430.59
T00256,C0192,P039,21-05-2024 03:08,3,1291.77,430.59
T00348,C0005,P039,21-05-2024 09:00,2,861.18,430.59
T00391,C0096,P039,22-05-2024 03:47,4,1722.36,430.59
T00472,C0016,P039,22-05-2024 04:00,1,430.59,430.59
T00480,C0102,P039,22-05-2024 21:58,3,1291.77,430.59
T00523,C0114,P039,23-05-2024 19:17,3,1291.77,430.59
T00555,C0088,P039,24-05-2024 09:32,1,430.59,430.59
T00665,C0053,P039,24-05-2024 09:36,4,1722.36,430.59
T00050,C0124,P016,24-05-2024 16:11,1,330.05,330.05
T00056,C0192,P016,24-05-2024 22:54,1,330.05,330.05
T00167,C0153,P016,25-05-2024 17:44,3,990.15,330.05
T00368,C0190,P016,25-05-2024 20:16,4,1320.2,330.05
T00579,C0051,P016,25-05-2024 22:37,1,330.05,330.05
T00683,C0111,P016,26-05-2024 05:56,4,1320.2,330.05
T00700,C0016,P016,26-05-2024 08:08,1,330.05,330.05
T00802,C0046,P016,27-05-2024 09:32,3,990.15,330.05
T00942,C0105,P016,27-05-2024 15:48,4,1320.2,330.05
T00051,C0097,P022,27-05-2024 22:23,1,137.54,137.54
T00160,C0065,P022,28-05-2024 00:57,3,412.62,137.54
T00252,C0154,P022,28-05-2024 01:25,1,137.54,137.54
T00271,C0035,P022,28-05-2024 10:52,3,412.62,137.54
